copyid,condition,price,signed,dustjacket,binding,description
30716336339,Good,US$ 2.50,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
5553529966,VG,US$ 53.09,0,VG,pub's cloth,"The dustwrapper is price clipped and somewhat creased and marked. A label has been removed from the front pastedown, scarring the pastedown slightly. Otherwise an excellent copy."
30691028347,As New,US$ 5.99,0,0,paperback,"An apparently unread copy in perfect condition. Dust cover is intact; pages are clean and are not marred by notes or folds of any kind. An ex-library book and may have standard library stamps and/or stickers. At ThriftBooks, our motto is: Read More, Spend Less."
30641300466,VERY GOOD,US$ 3.80,0,0,hardcover,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30551320880,Good,US$ 2.99,0,0,paperback,Brief summary of content available upon request by e-mail.
30698823755,VERY GOOD,US$ 14.35,0,0,hardcover,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30740276026,Good,US$ 4.65,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30699139506,GOOD,US$ 3.97,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30689848837,GOOD,US$ 3.98,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30700137178,VERY GOOD,US$ 3.98,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30043098098,New,US$ 13.59,0,0,leather bound,"Lang: -English , Pages 136 , Reprinted in (2018) with the help of original edition published long back (). This book is Printed in black & white, sewing binding for longer life with Matt laminated multi-Colour HARDCOVER {LEATHER BOUND EDITION WITH GOLDEN LEAF PRINTING ALSO AVAILABLE}, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases pages which are blur or missing or black spots. If it is multi volume set, then it is only single volume, if you wish to order a specific or all the volumes you may contact us. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. Print on Demand.;"
30303397823,GOOD,US$ 3.69,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30356302375,Poor,US$ 25.00,0,0,hardcover,"Spine missing, all pages present."
1413453361,Good,US$ 10.00,0,0,paperback,pp 326 very slight corner wear.
30554549586,Very Good+,US$ 10.00,0,Very Good-,hardcover,Book Club Edition: [1st printing](Sept. 1977) BCE (S24) is true 1st edition. Dj art by Jack Woolhiser. A little rubbing and minor scuffs and dings to dj; dj tanning; edges foxing; small tears and nicks to dj.
7044360182,Very Good-,US$ 20.00,Signed by Author(s),Very Good+,hardcover,Hardcover in price-clipped jacket. Inscribed by Derleth. Later printing.
30715433199,VERY GOOD,US$ 3.61,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30738087441,Good,US$ 4.48,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30619266501,GOOD,US$ 4.19,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
10183513673,0,US$ 8.47,0,0,0,poche. Broch�. 251 pages. Etat correct.
30747396785,Very Good,US$ 11.18,0,Very Good,hardcover,"A very good hardcover in a very good dust jacket. Gift inscription at front and part of the first blank page clipped, top of pages a bit dust dulled, otherwise clean and tight. Pasadena's finest new and used bookstore since 1992."
30594903194,GOOD,US$ 6.76,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30558461383,Very Good,US$ 8.99,0,Dust Jacket Included,hardcover,. Very Good dust jacket. Book Club edition.
30049566067,Good,US$ 7.71,0,0,paperback,Photograph available on request.
30430210460,Very Good,US$ 5.99,0,0,hardcover,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
2589692468,0,US$ 37.50,0,0,paperback,"First Edition - Paperback Original, No. F-123. An Ace Double Novel. From the library of Joan Simpson, the woman with whom science fiction author Philip K. Dick shared his last serious romantic relationship. Laid in is a documentation book mark stating that this book is from the Simpson library with photographs of Philip and Joan and with the text of a letter, dated April 27, 1977, which Philip wrote to his friend, noted book dealer Ray Torrence, lovingly and eloquently expressing his deep feelings for Joan. On the ending of their relationship in late 1977, this from �Divine Invasions. A Life of Philip K. Dick� by Lawrence Sutin, pg. 252: �.Phil now balked at a permanent move back to Northern California, and Joan would not consider Orange County residence. The relationship ended. For years to come, Phil would miss Joan - the last woman with whom he lived in a serious relationship.� Fine bright copy in printed wrappers."
30739858533,Good,US$ 4.00,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30733257336,Good,US$ 5.65,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30718682041,Good,US$ 3.00,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30738607816,Good,US$ 4.00,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30618044067,VERY GOOD,US$ 5.19,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30751488881,GOOD,US$ 4.19,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30520153632,VERY GOOD,US$ 4.19,0,0,library binding,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30764766685,GOOD,US$ 7.84,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30441754997,Good,US$ 7.48,0,0,0,. Slightly dampstained.
30697330379,VERY GOOD,0,0,0,paperback,0
30473274146,Very Good,US$ 12.89,0,Very Good,hardcover,"dj w/lite wear only, unclipped price, in mylar; 778 clean, unmarked pages; #G14 in series, red c w/gilt runner on front; no date given (circa 1978) Size: 12 vo."
30735363078,Very Good,US$ 266.51,0,0,contemporary half-calf,"Volume I: 464 pp., frontispiece folding map, engraved vignette on title page, 2 engraved plates, tables / Volume II: 464 pp., engraved vignette on title page, 6 engraved plates, tables, contemporary half calf with marbled boards, slightly rubbed at corners, marbled endpapers and outer edges, bookplate of Robert Ellis Cunliffe verso front covers, otherwise set clean & in very good condition. Andrew Crichton (1790-1855) was a biographer and historian, and wrote this history of Arabia in 1833. A reviewer stated ""we recommend this able and elaborate work to our readers as the only one in the English language to which they can refer with the expectation of obtaining satisfactory information on the history and national character of the Arabs"". A popular work intended as an introduction to the history and natural history of the Arabian Peninsula. Bibliographic reference: Gay 3462. Size: 12mo."
30420753895,VERY GOOD,US$ 3.69,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
9365849236,Near Fine,US$ 6.80,0,0,paperback,"Ballantine Books No.01550, a Paperback Original, with exquisite cover art and written by the brilliant science fiction author/editor Lin Carter; ""an analysis of the history of epic, from the ancient Sumerian hero-sagas to the Greek myths to the Norse mythology and on down through Beowulf and the Niebelungenleid to the Siegfried and Brunhilde story with.particular reference to how The Lord Of The Rings fits into this titanic tradition and where its root and sources lie""; this copy is the first paperback printing, and is Near Fine with only the slightest of wear."
30713482770,New,0,0,0,paperback,0
30720528871,GOOD,US$ 6.54,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30698834435,GOOD,US$ 3.99,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30699111506,VERY GOOD,US$ 3.61,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30717091180,UsedVeryGood,US$ 3.97,0,0,paperback,Daily dispatch from the UK.
30696002284,Good Plus,US$ 4.00,0,0,digest magazine,"Volume 1 Number 2 in Good Plus condition. Contents: ""Potential Enemy"" by Mack Reynolds, ""Exploiter's End"" by James Causey, ""The Mating of the Moons"" by Kenneth O'Hara, ""A Traveler in TIme"" by August Derleth, ""Tony and the Beetles"" by Philip K. Dick, ""Place of Meeting"" by Charles Beaumont, Science Bites As reported by Science Service, ""Luna Escapade"" by H. B. Fyfe, ""Time and the Woman"" by G. Gordon Dewey, ""The Butterfly Kiss"" by Arthur Dekker Savage, and ""Museum Piece"" by John Christopher. Front cover chipping else a VG copy."
30741216439,Fair,US$ 20.00,0,0,paperback,"Ex-library: stickers, stamps, and writing. An 8-page overview of the history of the Rosetta Stone, how it was deciphered, and the meanings of the inscriptions. The entire book has been folded; the back cover has two tears and has been folded."
30217241385,Good,US$ 11.54,0,0,paperback,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. At ThriftBooks, our motto is: Read More, Spend Less."
1158811404,Good,US$ 1.99,0,No Jacket,paperback,"good clean flat paperback with only very light overall wear. pages clean and unmarked with some light toning. Size: 12mo - over 6�"" - 7�"" tall."
30610767628,New,US$ 26.13,0,0,paperback,This item is printed on demand. New copy - Usually dispatched within 5-9 working days.
30588932537,VERY GOOD,US$ 3.80,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30377706671,New,US$ 8.45,0,0,0,
30663658480,VERY GOOD,US$ 3.77,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30137476041,0,US$ 8.00,0,0,paperback,"paperback, fine."
30699065352,GOOD,US$ 4.19,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30738247076,Very Good,US$ 4.00,0,0,0,Former Library book. Great condition for a used book! Minimal wear.
30557482794,VERY GOOD,US$ 5.40,0,0,hardcover,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30687537405,Fair,US$ 9.71,0,0,paperback,"A readable copy. All pages are intact, and the cover is intact. Pages can include considerable notes-in pen or highlighter-but the notes cannot obscure the text. At ThriftBooks, our motto is: Read More, Spend Less."
3942794264,0,US$ 1.50,0,0,paperback,"Very Good 16mo = 6-7"" No DJ 167pp Vintage mass market paperback, Mystery."
30699398134,GOOD,US$ 10.92,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30728391063,Good,US$ 2.49,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30710507614,Good,US$ 3.60,0,0,paperback,
30137583216,0,US$ 8.00,0,0,paperback,"42900 almost near fine, name stamp inside paperback,"
30275993503,good,US$ 2.85,0,0,0,"May show signs of wear, highlighting, writing, and previous use. This item may be a former library book with typical markings. No guarantee on products that contain supplements Your satisfaction is 100% guaranteed. Twenty-five year bookseller with shipments to over fifty million happy customers."
22853766982,Good,US$ 5.51,0,0,paperback,A+ Customer service! Satisfaction Guaranteed! Book is in Used-Good condition. Pages and cover are clean and intact. Used items may not include supplementary materials such as CDs or access codes. May show signs of minor shelf wear and contain limited notes and highlighting.
30625153109,Very Good,US$ 20.00,0,0,paperback,very good paperback printing scarce.
30211009479,GOOD,US$ 3.51,0,0,unknown binding,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30641194156,Good,US$ 2.86,0,0,hardcover,"no dust jacket Book shows common (average) signs of wear and use. Binding is still tight. Covers are intact but may be repaired. We have 500,000 books to choose from -- Ship within 24 hours -- Satisfaction Guaranteed!."
30354838327,Fine,US$ 15.00,0,Very Good+,hardcover,"Planets of Wonder: A Treasury of Space Opera by Terry Carr (ed.) Sharp boards, straight spine. Spine ends lightly curled inward. Mild toning along edges and textblock. Bright jacket. Bottom tip of front flap is chipped off. Lightly rubbed edges with some creasing along the spine ends. Stated First edition. Bound in bright blue publisher's cloth with gilt titling to spine. Pictorial dustjacket."
30745733592,As New,US$ 10.40,0,0,comic,"An apparently unread copy in perfect condition. Dust cover is intact; pages are clean and are not marred by notes or folds of any kind. At ThriftBooks, our motto is: Read More, Spend Less."
30552857048,GOOD,US$ 4.19,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30686148506,Good,US$ 3.00,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30077907144,0,US$ 10.00,0,0,paperback,Beagle book number #95107. Cover price 95�. Cover art by Victor Valla. Covers show rubbing. A very good copy.
22644693504,Good,US$ 5.00,0,0,0,0-7867-0282-6. 2ND EDITION 1996. BLACK PICTORIAL COVER HAS SOME CREASING AND SHELF WEAR. 186 PAGE TEXT HAS LIGHT WEAR. DARK FANTASY. 4.25'' X 7''. WE USE BUBBLE MAILERS.
30442944248,0,US$ 42.00,0,Dust Jacket Included,hardcover,"Text in English, Russian. Sewn binding. Paper over boards. 719 p. Audience: General/trade. Fine in fine dust jacket. pristine copy protected in new brodart, 1983 printing."
30739920940,Good,US$ 5.70,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30568328824,As New,US$ 4.16,0,0,0,Unread book in perfect condition.
8106155024,0,US$ 3.63,0,Dust Jacket Included,hardcover,"221 Seiten. OLeinen mit Original-Schutzumschlag, mit zus�tzlichem Klarsicht-Folienumschlag versehen. Ordnungsgem�� aus Bundeswehrbest�nden ausgesondertes Bibliotheksexemplar (Stempel, R�ckenschild). Gut erhalten. Size: 19 x 12."
30587581680,As New,US$ 6.98,0,0,hardcover,"An apparently unread copy in perfect condition. Dust cover is intact; pages are clean and are not marred by notes or folds of any kind. At ThriftBooks, our motto is: Read More, Spend Less."
30292341340,Good,US$ 3.06,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30733249593,Good,0,0,0,0,0
30255570788,Very Good,US$ 15.00,0,Good+,hardcover,"Kurt Singer's Ghost Omnibus (First Edition) Bump to head of spine. Price-clipped. Rubbed edges. First Edition. Includes stories from Robert Bloch, August Derleth, Seabury Quinn and more!."
30645400366,GOOD,US$ 5.88,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30581538288,Fair,US$ 12.44,0,0,hardcover,"A readable copy. All pages are intact, and the cover is intact. Pages can include considerable notes-in pen or highlighter-but the notes cannot obscure the text. The dust jacket is missing. At ThriftBooks, our motto is: Read More, Spend Less."
30732316184,VeryGood,US$ 4.58,0,0,paperback,"A well-cared-for item that has seen limited use but remains in great condition. The item is complete, unmarked, and undamaged, but may show some limited signs of wear. Item works perfectly. Pages are intact and not marred by notes or highlighting. The spine is undamaged."
30604706894,Good,US$ 3.06,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30699299047,GOOD,US$ 4.27,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
22703266203,Very Good,US$ 1.00,0,0,paperback,"The book has been read, but is in excellent condition. Pages are intact and not marred by notes or highlighting. The spine remains undamaged."
30424357078,Very Good,US$ 17.50,0,0,mass market,"176 Pages. A Belmont Future Series 50 cent book. No. L92-594 released in July 1964.The page edges are green. This is the complete edition of the hardcover book. Stories published in the Belmont edition originally appeared under the pseudonym Stephen Grendon. The tales in this book were written all in one month twenty years ago specifically to swell the log of Weird Tales. Since that estimable and lamented magazine already had enough stories by August Derleth in its files, the byline of Stephen Grendon was used-which was not really a foolproof disguise for there were among the readers of Weird Tales some few who were familiar with my autobiographical novel, Evening in Spring, first published in 1941, and recognized the name of the narrator in that novel as the author of the stories by Stephen Grendon. Contents: Introduction, by August Derleth, Mr. George, Parrington's Pool, A. Gentleman from Prague, The Man on B-17, Blessed Are the Meek, Mara, The Blue Spectacles, Alannah, Dead Man's Shoes, The Tsantsa in the Parlor, Balu, The Extra Passenger, The Wind in the Lilacs, Miss Esperson, The Night Train to Lost Valley, Bishop's Gambit, and Mrs. Manifold."
30575888453,VERY GOOD,US$ 8.87,0,0,spiral-bound,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
17707785056,Very Good+ ( see Description ),US$ 9.95,Not Signed,0,paperback,"----------softcover, about 4.25 x 6.5 inches, a solid Very Good+ copy, just a wee bit of light rubbing, a bit of age toning to paper, all text is in French, any image directly beside this listing is the actual item and not a generic photo///NOT SIGNED---GUARANTEED to be AVAILABLE/// Size: 4.25w x 6.5h Inches."
30237339160,VERY GOOD,US$ 3.80,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30428045123,GOOD,US$ 4.19,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30604979717,Good,US$ 3.23,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
284622706,Very Good,US$ 6.66,0,0,paperback,August Derleth is 'The Poet of the Month' in this issue: 2pp biographical article with photo & 12 poems. Stapled printed wraps. Very good.
30551091604,Nuevo,US$ 12.07,0,0,encuadernaci�n de tapa blanda,
30735396402,Good,US$ 5.00,0,0,0,"All orders guaranteed and ship within 24 hours. Your purchase supports More Than Words, a nonprofit job train program for youth, empowering youth to take charge of their lives by taking charge of a business."
8557587798,0,US$ 31.25,0,0,paperback,"Offprint; small 4to, pp. [233]-353; illustrations and diagrams in text throughout; original green printed wrappers, edges and spine sunned, top and bottom of spine detaching; pages unformly toned; a good copy."
30662281481,Good,US$ 15.97,0,0,paperback,"Stamp on flyleaf. No other markings. Historic Oklahoma Bookstore on Route 66. Packages shipped daily, Mon-Fri. (**due to the pandemic extra precautions are in place while processing orders**)."
30499932935,Very Good,US$ 12.00,0,0,hardcover,"Very good condition glossy color illustrated board with a bit of wear at the upper front spine edge (see photographs). Illustrated with color drawings. ""If you're not in too much of a hurry - Welcome, young readers! Those of you who have joined me before in these cozy collections of chills and suspense know that in earlier volumes I have explored various unusual fields to bring you exciting and absorbing stories. In the past I have delved into the world of ghosts, haunts and apparitions of various types and differing degrees of spookiness. I have taken you into the shadowy world of the spies and counterspies who are so much a part of our life today. I have picked out my favorite spellbinders in sheer suspense to share with you. We have, in short, adventured into strange and colorful places together. This time, though, we stand firmly on the side of the law. This is a collection of some of my favorite detective stories. In it we shall peer over the shoulders of many of fiction's finest detectives, to track down the malefactor and set wrong to right. We will pick up clues, solve tantalizing mysteries, and unravel riddles that seem impenetrable. I believe you will find this group of stories as exciting, as engrossing, as any I have brought you. Now the game's a-foot and the chase is on! Turn the page and we'll be on our way."" - Alfred Hitchcock."
900530144,Good-,US$ 7.50,0,No Jacket,red cloth,"Edge and corner wear, scuffed and scratched, couple of small tears in the top of the spine, spine is faded, corners are bumped and rubbed, shelf worn, overall a clean used copy! Red cloth with gilt and black lettering and design on the front cover and gilt lettering and black design on the spine. ""If no other knowledge deserves to becalled useful but that which helps to enlarge our possessions or to raise our station in society, then Mythology has no claim to the appellation. But if that which tends to make us happier and better can be called useful, then we claim that epithet for our subject; for Mythology is the handmaid of literature, and literature is one of the best allies of virtue and promoters of happiness."" ---- from the Author's Preface. Size: 8vo - over 7�"" - 9�"" tall."
30443024296,Very Good,US$ 6.49,0,0,hardcover,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
30669731307,Fair,US$ 4.45,0,0,paperback,
30428378835,VERY GOOD,US$ 15.81,0,0,paperback,"Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged."
30475909522,Very Good to Fine,US$ 8.95,0,0,paperback,"180 Pages; Berkley Books printing G-77 with a cover price of 35 cents. >> CONTENTS- ""The Years Draw Nigh"" (1951) short story by Lester del Rey, Breeds There a Man . . . ? (1951) novelette by Isaac Asimov, Repetition [Rull] (1940) novelette by A. E. van Vogt (aka The Gryb), The Blinding Shadows (1934) short story by Donald Wandrei, Metamorphosite (1946) novella by Eric Frank Russell, And the Walls Came Tumbling Down (1951) short story by John Wyndham, To People a New World (1950) short story by Nelson S. Bond! >> Minor creasing to covers; sall paper tear to lower front cover, right edge. Size: 16mo - over 5�"" - 6�"" tall."
30721602665,GOOD,US$ 4.27,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30692887948,Good,US$ 2.89,0,0,paperback,"Shows some wear from age and use. Interior is good with sound binding and no marks, damage or labels. We Ship Daily! Satisfaction Guaranteed!."
30742644720,VERY GOOD,US$ 3.76,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30652960451,Very Good,US$ 7.95,0,0,paperback,352 pp. Collier Book 01911. Edge and corner wear with some creasing in the lower right of the front cover and spine; no interior markings. Cover art by Don Ivan Punchatz. This anthology contains: The Angel with Purple Hair by Herb Paul; For the Blood Is the Life by F. Marion Crawford; The Stranger by Richard Hughes; Mrs. Manifold by Stephen Grendon (August Derleth); Piffingcap by A. E. Coppard; Shottle Bop by Theodore Sturgeon; Gabriel-Ernest by Saki (H. H. Munro); The Lost Room by Fitz-James O'Brien; The Traitor by James S. Hart; Angus MacAuliffe and the Gowden Tooch by Charles R. Tanner; Are You Run-Down Tired by Babette Rosmond; and Leonard M. Lake; The Nature of the Evidence by May Sinclair; The Tree's Wife by Mary Elizabeth Counselman; The Pavilion by E. Nesbit; Pick-up for Olympus by Edgar Pangborn; The Swap by H. F. Heard; The Tombling Day by Ray Bradbury; Minuke by Nigel Kneale; Bird of Prey by John Collier; The Thing in the Cellar by David H. Keller; Devil's Henchman by Will Jenkins; Lost Hearts by M. R. James; Thirteen at Table by Lord Dunsany; Lights by Philip Fisher; The Silver Highway by Harold Lawlor; The Moonlit Road by Ambrose Bierce; and The Curate's Friend by E. M. Forster.
30328296332,Used - Very Good,US$ 7.95,0,Very Good,hardcover,
30655676803,GOOD,US$ 5.69,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30598210001,Good,US$ 25.00,0,No Dust Jacket,hardcover,"First edition Scribner's with ""A"" on copyright page. 16 short stories and novellas in the Sac Prairie series on Wisconsin farm and town life, 322 pages. Ex library with DJ blurb taped to front pastedown, library stickers, stamp on top edge of pages. Cover edges worn, rubbed, binding sound. Size: 5 3/4 x 8 1/4 ""."
30272648104,New,US$ 41.97,0,0,leather bound,"CHOOSE ANY LEATHER COLOR OF YOUR CHOICE WITHOUT ANY EXTRA CHARGES, JUST OPEN ""View Larger Image"" BUTTON JUST BELOW THE BOOK IMAGE AND MAIL US YOUR CHOICE. Our book has Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine. Reprinted in (2018) with the help of original edition published long back (1838). This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages are blur or missing or black spots. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. Lang: - eng, Vol: - v.2, Pages 448, Print on Demand. &quot; {FOLIO EDITION IS ALSO AVAILABLE.}."
30606146288,Good,US$ 3.00,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30627532008,GOOD,US$ 4.48,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30690785856,Very Good,US$ 5.99,0,0,hardcover,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
30382383293,New,US$ 7.65,0,0,0,
30733865537,GOOD,US$ 5.94,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
22402993292,Tr�s bon,US$ 14.52,0,Tr�s bon,couverture rigide,
7386826221,Used: Good,US$ 35.00,0,0,hardcover,"Blue linen as issued, no dj. Rubbed at head heel, edges and corners. Else good. Part of Donnelly's life long study of the controversy over the ""true"" identity of Shakespeare. This volume studies the cipher of his tombstone in relation to Bacon. Hinges starting, but sound. Pages yellowing. First few pages creased and lightly chipped at front edge. Donnelly is likely Minnesota's most eccentric and colorful 'son'."
30669913770,Very Good+ to Near Fine,US$ 3.00,0,0,paperback,"7th printing, Oct. 1974. Cover by Gino D'Achille. Light wear; mild tanning."
30352115283,GOOD,US$ 6.51,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30739519522,Good,US$ 5.20,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
