copyid,bookid
30578393006,349
22485404296,3180
30385103342,440
30697515341,3182
30697534928,3183
30607499637,620
30137532689,3185
30176807365,3186
19633740613,3187
14680716711,342
30747772922,2082
22855584467,645
30037302917,553
761348960,993
30019397510,1117
30699138151,1047
30195977936,104
30684734139,1040
30730801328,156
30575191536,3198
30737918783,643
11410712357,73
30230513104,3201
3879465545,3202
30422383757,546
30640501911,3204
30327737189,554
30687704182,28
30731130732,156
30443532237,1985
30604797978,1965
30691233170,3210
30613932909,3211
17042952813,3069
30696395174,3213
30747386750,216
1112113673,3215
30458760820,3216
30619249859,357
22513649275,3218
30384222195,2159
93651659,14
30643012111,3221
30164618603,3222
30606216650,1814
30748195359,3224
22903509908,3225
8941048363,3226
30685685251,458
30468644719,3228
30473714015,3229
22880059852,1321
22861779152,599
30089549105,3232
13281626940,2316
30270688045,3234
30310711884,3235
22485071012,3236
3192622214,645
760373109,3238
7293908898,3239
30137475090,3240
30275646941,3241
22575586411,3242
30645135859,3135
11052011684,29
30507665425,3245
30737434328,3246
22413833849,3247
30321823438,499
30699587921,3249
30038231869,3250
30688561002,597
30605252361,296
30691655897,3253
30702501732,224
720784757,3255
30667605975,667
30366615202,2533
30594940190,779
30709356645,3259
98016620,3260
22742908918,134
30593703524,230
30579989150,3263
30122565528,3264
30620975895,2827
22420055204,300
905247349,1613
14781999094,3268
228467616,27
30031307482,1131
22803262044,3271
30536378804,597
1394920557,3273
30707694275,1940
22829833476,3275
4403519080,156
20463644523,3277
22449391861,691
30210898427,3279
30493756208,3280
30695961949,691
30656569891,3282
6774820850,516
900502483,2571
19176555832,2026
10816408599,180
30548276029,3287
30486049628,993
693211832,3289
30686432690,76
30171790511,3291
30740667158,3292
22666464225,3293
30613431280,3294
30711223720,177
30577482361,0
30642550950,3297
30046529192,3298
22271875372,3299
30022197527,538
30193650444,525
12736460230,993
22754527390,3303
30265367470,3304
30662454240,3305
30617478832,3306
30739613488,3307
30688491442,1147
17498862940,2491
5484849816,974
1331850442,2412
30575350456,3312
30679065572,3313
30552853561,3314
30601345268,3315
30556111429,1400
1002206963,300
30734504649,3318
11120466016,178
30734191799,3320
4641067196,3321
30264418821,3322
22532035809,3323
30637031381,167
8880777916,156
21512537056,558
30267161360,3327
305678856,3328
8524484634,3329
30611558768,48
4250500014,1073
30661450904,3332
10593569298,230
30749576862,736
30699289943,87
30629532301,1087
30699588958,1956
30176094408,89
30171197929,3339
30719888693,627
30554316024,3341
30651531472,288
30531352009,1833
30268494875,3344
29391816,3345
30688713136,3346
30282661770,3347
546832945,61
22639987319,2026
30733020080,3350
30137477802,451
30310717749,3352
30717003222,3353
30731369776,156
30750383325,3355
3908620809,3356
30137471726,178
30357561497,1747
30699635095,3359
22903516502,3360
30140099460,1670
22608633408,3362
30707468590,3363
30294459427,1874
30733859445,507
30037379674,357
30699257868,3367
30635707915,201
30333341024,3369
30556441627,259
15716753937,358
30738932128,3372
802060872,325
22450899835,2159
30531522320,221
30736969876,104
30610908880,3377
30600549934,3378
30721568505,2118
30578475073,3380
1002048565,325
30662506292,3382
4838701192,397
30669040040,3384
30679121269,3385
30021873718,324
30137540002,3387
30598411116,104
30265911223,3389
30697513411,3390
30137537841,304
1236247631,3392
30708194138,3393
30448829857,3394
30605793166,1362
10910765410,1087
30737135761,445
30592678858,3398
22427829425,3399
30420756694,3400
30527147654,292
11115082548,3402
5711479575,625
30740272677,699
30697613068,3405
30282662798,791
30315609889,754
30737555490,3408
30724588524,3409
549661597,96
30706168745,3051
72195263,300
30014257246,2834
30737720321,3414
30740165278,3415
30699490843,3416
16957502267,3417
30180677666,2663
30137484010,3226
30561753915,3377
760022861,3421
10977316197,3312
14407574212,970
30221086208,982
30716272135,498
22844628453,137
30354980005,3427
30708456381,221
30711814411,3429
30529667991,597
30577489463,3431
30697392628,3432
30606056288,671
22908203101,3434
21957701674,253
30117395593,3436
30665781662,314
30455653013,3438
9628220865,3347
21726951,993
22332993759,3441
30716025333,844
21368378477,3443
30271062061,3444
30458279143,2610
22672225373,3446
30748855035,87
20165460291,1110
30738906620,1583
8326463534,3450
22903510892,484
30739680413,204
30697411487,645
30699365244,3454
30280497814,1233
30001186195,3456
30137484913,2047
1876379322,3458
30748172492,3459
15683045531,3460
22522700518,3461
11661053834,3462
30496448398,156
5467328155,3464
30661516952,974
30735295869,42
30692074946,3467
30693176106,3468
30279948442,28
22888908418,758
22506238390,3471
30619217674,1073
30404104746,2900
30577501454,151
30604591500,151
30420511204,3476
30740019879,3477
11410712425,248
30712502629,3479
22842055238,3480
30737371572,3481
19694306083,1014
825365343,76
30137470434,25
7438596476,3485
30325601677,3486
30715140699,2537
30644030833,3488
30749013169,1779
30726565707,3490
2992155379,3491
30568972693,3492
30738042100,3493
19300049014,318
22894985262,3495
4818056178,3496
30267986250,3497
22408971518,2062
30669090138,3499
30687844305,3500
30602255627,3501
30736840202,3502
30267169950,3503
30443105087,809
30743797342,41
30276049691,3506
30717018925,87
30745662242,3508
22903499307,3509
20651367683,3510
30664555996,558
17533804540,3512
1377092612,3513
749002592,3514
59876390,300
6455009425,267
30035582343,590
30582623637,2062
30046174513,3519
30509619131,516
30647260168,895
30752070490,3522
22415276393,3523
30267500003,3524
30268499448,2215
30738897935,101
30266989839,925
30733437959,3528
30614173646,3529
167931972,3260
22656981351,3531
30242203153,3532
30429305534,3533
30287735465,2603
30699320002,645
30667393263,619
13903476720,156
30719797283,1999
30662356042,3539
10063944739,1014
30663723126,699
30697812921,567
30470221781,3543
30344282644,3544
22513662223,300
30619259199,3546
30649623357,168
13032319533,3548
30532693871,1697
22642453987,3550
5971880238,1731
30620148430,3552
14461304751,1217
30137518402,1797
30718812234,155
3486692730,3556
22630855878,224
30667925403,3558
30699301827,322
1958318849,3560
30620269511,3561
30725204010,3562
12005541472,180
30730594000,3564
30565567665,160
30732788433,355
30749704262,48
30742103088,3568
30718607727,3569
22405477612,464
30282129974,3571
30467340520,1217
30267187692,3573
22470496942,2062
30583274628,3575
30720545547,3576
30605727934,3577
30474660030,1228
1416199206,3579
30578940521,3580
30597976071,2795
30330195886,478
30469069125,107
30731354906,3584
1399292907,3585
20847565107,3586
30506709116,802
30742124873,697
30040176609,309
30507056583,3590
30137544139,3591
11488337062,3592
30716047692,2768
22516081076,2965
30611260579,1087
30718696982,3596
22903511548,3597
30716950307,279
21812039805,3599
30417719154,698
30697436775,287
30699018563,1450
30642147617,1713
30664888260,3604
30640195430,102
30749420615,3606
30716027314,1395
30500489883,3608
30458434951,3609
30272244506,3610
30258388391,1768
30707771942,3612
30735331071,28
30270245696,3614
30699551593,3615
30698784588,756
30698360225,714
30611596880,109
4720968582,2039
30664196213,230
14921655816,3621
30117905676,1921
22559624404,3623
22861779150,746
30291528162,3625
3726414581,3626
30599479008,192
30699181421,48
14781986504,309
30699083315,1238
30733204704,204
30746316819,2663
30697373833,1125
12286806950,560
30750277314,104
30203808910,1129
30137473210,373
30617592334,561
30185505467,3639
30137483096,236
30137537848,3641
30747285185,2542
30737249698,383
30649468871,3644
1233884209,224
22409590577,3646
22778476763,3647
162989878,947
30697765472,3649
30266444843,2970
30734298595,3651
30699161314,1199
22877224283,1940
30130932910,296
30607502567,2031
30734403222,3656
11690205091,1454
30652693117,3658
30736791522,748
30502244286,183
30728739939,0
30282501056,3662
18020271789,320
20313393,3019
258213710,1478
22505276083,657
30491619237,3667
18500752637,3668
22923707208,3669
30337574502,53
30733141708,646
22877224284,3672
30691538998,3673
30051369803,209
30671530710,2754
30707456562,3676
30610610772,3677
30688557041,468
30602597695,3679
15520993925,1028
30429760666,300
30137486897,3682
30692382464,789
22877631925,3684
30356362668,1216
30577352565,3686
164668252,619
14333142341,3688
30137482108,1789
22513714468,3690
30709540417,3691
30719786807,3692
30670317291,3693
22889310170,3694
30420372960,3695
30739316808,3696
30739099772,3697
30355307467,3698
30652304165,3699
22903501357,3700
30665066187,3037
3876264610,14
9546697226,321
30737708591,3704
30172717196,300
13651918145,300
30737945885,3707
30551005794,2363
30262937924,2184
22639995644,3710
22487409844,3352
30698959711,3183
30616519393,2162
30137495366,3714
30693472464,2270
30552397389,3716
14781989516,3717
30670480995,56
30282668985,3719
30265656203,3720
30729619519,3721
30530180927,3253
30686355495,151
30137479597,1541
1329938318,3725
30242206321,3726
30697702430,3727
30555893117,1381
30037632262,3729
17231168907,842
22586134139,3731
20734549303,2058
30381749812,479
30574995893,40
30394909983,3735
30603298152,3736
30733835159,3737
30577257996,3738
30558106693,805
30137546008,3740
22487748272,3741
30573981845,3742
30642173924,2003
30695792379,869
22516815362,508
1055037012,3746
6342888920,3747
30737892295,1571
30652102869,2528
30748987490,1131
30739224261,643
30407511308,492
30137544966,304
22853869731,3754
30109967281,126
30697745135,3756
30699485622,3757
30392267007,3758
30689858725,1851
724617700,3546
30109854803,3761
3079620522,1306
30575273003,90
30738867239,1517
22895755360,156
9580901994,3766
30596074153,3738
30700014200,853
20073052308,3769
30265143294,374
1023027183,3068
30616181883,3772
22879054649,3773
30694516963,2481
30623236685,151
30428287019,2467
30598872411,41
30656117178,3778
7187191926,3779
30042247933,3780
30699549509,201
30601436477,848
7952309667,3783
22572980762,3069
15783289978,842
30703820573,436
30625425703,3787
30467049007,619
30724401122,3098
30662762559,627
30453523512,2871
30069622902,3792
16371049068,3793
18442252434,3794
30354845000,3795
30712485485,699
30551328076,971
30694876057,3798
30620332591,41
30738144021,2191
693433208,175
2099463407,253
30741073485,3803
30740756585,3804
30603311193,3805
22924518812,3806
30749494556,48
30268500373,3808
16116364089,3809
22844629751,3810
30300363829,3811
30732597856,2378
428174396,3813
18657093035,3814
4616688787,3815
30735303473,667
30745606078,3817
30273477268,3818
30614071022,643
22850529037,1073
30608057635,2543
30204431768,281
30139084963,11
49405394,396
30137537844,2929
242855194,3826
30372241334,156
22753982091,3828
30711828491,3829
30552187663,610
30364305215,3831
30615837958,1443
18232751,3833
30705620976,3834
30613869746,463
30698975264,3836
30514047024,2663
3876264613,3838
30326214340,3839
30733321567,607
30577529429,3841
30124097866,3842
30698100957,241
30223844066,72
16880343450,3845
30137497299,674
30745978346,126
30699185394,3848
30614818890,2107
30696944235,736
30137498216,674
30203746001,147
22890297793,3853
30726161170,2070
16454878546,3667
4448639878,3856
22408984325,3857
30044252798,498
30575311434,1256
30606068023,28
6552240901,1075
30197326909,3862
30274588062,2937
30210957253,3864
22405289521,3865
30739570340,643
30179958992,3867
30581419255,3868
22412093541,320
30611851704,3870
30686233860,34
30546277132,192
22559208238,560
30687945235,150
22585982489,3875
30575422236,3876
30021467103,546
30731344976,3878
30137484009,516
30524584907,4
18830780879,558
30278632308,3882
9548613080,1110
3942794262,2042
30741585998,349
1193528826,3886
22583936579,3887
30081573772,2439
30216823599,1443
30055807543,2502
22456542136,3891
30738619394,3892
30716748812,201
381789258,1092
30587653962,1387
30642036455,1157
2702982500,1086
30738347314,3898
30708375433,3899
17398975972,445
890942888,674
30740460906,3902
30471205286,147
30725518781,279
18253522649,1166
94682126,2768
30408503574,3369
30335445852,32
30700260328,176
1603583007,827
30082152131,748
30738976533,3912
30740191621,1386
30741069829,3914
30734707377,1067
30137550193,3916
22425729598,1360
30745469574,3918
30743796323,3878
30698862652,3051
30546640181,3921
17785004806,3922
30320989634,3923
30226965694,1507
30737360179,3925
30471151533,983
30699188930,3848
11077503180,3928
985236457,3929
30408368247,558
30709830780,1138
30330503977,3932
30739949830,3933
30446992613,3934
22487865196,248
30697853517,324
10345268137,1777
30665812695,2542
30266990132,3939
30687562914,3940
30470537670,2469
22525246814,714
30033509643,3943
30737413263,3944
30658750875,3034
30719394866,221
30733026412,3947
30271425965,3948
22743012987,156
30359767863,318
9823256509,3951
30706193008,1116
30684481086,1040
30450466857,131
416768812,3450
30611419721,1441
22848686131,3957
22474863641,300
30500728975,3959
15656482007,3960
30137565671,3961
30735158713,2610
30420757474,693
30698847839,327
30195956978,667
30189039338,1568
1945207096,3967
22420058358,1597
22420068816,3969
7770530602,3970
30694788119,179
30269257640,3972
2638207388,3973
16934782654,3974
30347698425,3975
30280359439,349
30161156743,13
30116241594,349
49589213,3979
30697880567,3980
30622011494,3981
30361379695,528
22633590413,440
30040431922,76
30493667047,667
1472955007,3986
22908872392,48
30243595638,3988
30282663912,3989
30395410706,3990
535558563,175
20076208644,28
22395515401,3993
30282662142,3994
30143472507,2370
30370317074,422
30551324261,3997
30072916461,178
30288841057,3999
30716042789,4000
760983711,4001
30282667909,4002
30491622149,3667
30575239490,4004
30737423372,4005
30591670023,4006
42478705,1073
30255855117,303
30128858842,4009
30727507402,2268
30288221425,4011
1174641502,643
22487296751,1901
22540083916,2574
14777216440,560
14461310230,4016
30621350559,156
30613885920,4018
30574896419,941
21999721347,4020
30706590179,2768
30737655062,4022
22928411169,1959
30748274164,4024
30713005056,1854
30737552204,552
30610783354,1713
30453701206,355
30270806563,4029
30258951613,4030
30739129531,228
30699409434,4032
22665761601,4033
30664638427,935
30736974615,4035
30610922128,449
5560785440,4037
30723626049,4038
30720537423,3693
30577537892,1445
22675915100,4041
30181726265,4042
30697450524,4043
696365455,349
12526351453,674
22926182457,4046
30724520017,3459
30712343029,667
30310719764,3997
30081640970,3806
30709990969,279
30720971114,1999
30594899173,4053
30137476835,4054
30604463548,4055
30272458662,4056
30137573978,4057
30270406462,4058
92560776,3226
30706378012,4060
30424753840,4061
13751853373,1856
30443640964,4063
30741066609,4064
277299648,178
30733395697,2439
30699085023,1238
30726810307,126
22753799362,396
30697744611,87
30571003898,1549
30137481193,14
30697328530,4073
30671262975,78
30523638638,4075
30699896444,4076
30137536837,3005
4285032067,236
30620472390,1321
21294878685,464
30048572270,2062
30565221961,3486
30719851108,610
21631812821,4084
30183785718,4085
132132764,4086
7362986145,1454
9010064787,528
30522905011,450
30270295652,4090
30611097270,4091
30577764875,4092
30711868360,1157
30137479610,516
18273882488,4095
30733417970,4096
30227230416,4097
30725943235,201
30617449012,56
30599860174,4100
22381426474,3070
30617396945,468
6004087170,4103
30599008153,4104
22786155461,4105
30405667259,355
30733441100,643
30663208990,4108
30687626585,2610
30724721961,4110
30095538849,4111
30698867985,4112
30382790985,4113
30699597247,4114
30645104151,4115
30605085409,128
6774827912,713
30266344852,4118
30137493407,748
30665004257,4120
4267747620,4121
30171424437,4122
30697554020,62
30745083947,893
30748166771,4125
30739298107,1120
30737399015,4127
30740761306,357
30738436426,1364
30079519266,4130
30267830939,4131
30465702193,102
30742585751,659
30413755314,4134
30253520138,4135
30501514990,805
30228913112,104
5894949644,2140
30523197943,129
30137494439,88
30028661133,2803
80167542,4142
30433027866,87
30738715568,4144
30631020748,4145
1945207223,4146
30330422187,2017
30426939490,3021
30702949195,802
30663902538,4150
30272697332,4151
30520217797,312
30332992485,1396
30713902205,1054
30694779310,170
30737441708,4156
30644603335,3021
30605077548,2574
30605001868,2831
22420037360,4160
30464150279,4161
30443030963,4162
30324413764,2498
840743258,4164
30745475192,893
30192129948,4166
30234663969,109
1175966145,3694
22922592149,28
17686962698,4170
30739854499,28
30242891976,388
22410526772,4173
1535140018,505
30711389365,714
30137495379,2825
30642037697,2827
30723905591,971
30448833700,4179
30630653927,4145
30621792216,4181
30699201174,126
30357074349,3997
30648277848,4184
30337393588,4185
22867085281,4186
22903511486,4187
14813853276,104
30268187009,3939
30697802520,4190
9315770647,713
30739426438,4192
30315253645,1578
30718334296,4194
30739015619,3729
22608632990,4196
30732374392,4197
30725138665,551
30133462303,1032
30692788931,1523
30146246093,3450
30631647594,4202
10063965944,4203
30354962551,554
22665761591,4205
83553429,1258
21365022477,4207
30698751346,4208
30082066503,208
984123357,248
30698093801,468
30697548961,789
22675915127,303
30661430307,748
17890869065,538
30089056152,7
30711925067,296
12831397379,4218
30698722525,4219
30457824757,4220
22382202062,443
22841507907,4222
30584458459,516
65673800,4224
30726580255,4225
17371948547,435
30738444400,4227
30713249176,4228
30099318421,4229
30582851686,88
30628301815,4231
853284712,4232
30699543518,126
22701889737,4234
10652834828,619
30137583215,2783
30745362638,349
11868532365,4238
30293395022,560
30649599040,48
1264738702,4241
19127591848,4242
30732878860,4243
30748473334,714
30561388582,376
30656807540,697
30137468883,560
30699618857,4248
18383511073,325
30614259462,4250
20637373744,28
21096681031,97
5496144692,3738
30624717948,443
30209627048,396
30137571170,4256
30429251015,802
22841327992,1086
30403758442,312
30709514558,156
30713802923,1306
9485330598,4262
30431202174,102
30428884279,563
30241829940,983
30728068624,4266
30577486697,1991
22894718504,4268
30266094853,4269
30035584006,4270
21597656081,4271
20652986678,192
30747319481,4092
30724605889,327
30704848506,28
30699462877,4276
30698834339,697
30351804504,207
30652209861,4279
30272639028,4280
30137483081,659
30388206476,4282
30137476039,554
30699620626,4284
30711791799,224
30282661504,4286
30585273136,2062
30361159085,318
4818056153,4289
30740503766,4290
30474612932,1400
30697311398,4292
30738898100,4293
30563023177,4294
30584482107,70
22871220062,766
30709086311,4297
30657334867,2700
30688560200,262
30740326791,1024
30364456258,1181
30605745683,4302
30625413238,1818
30109875444,1086
30697809792,324
4914325028,4306
17543362116,1014
22916847459,4308
30726129219,1676
21733239985,1396
30238717923,983
30574047917,1764
30037285206,627
30137493507,1434
30698080718,2129
30607480937,4316
30604760915,4317
30527135384,201
30137573307,4319
30382586132,4320
14081124502,887
10107167383,625
30263143648,4323
13242174940,302
30744721844,154
8326462693,674
22650687536,28
30711992531,1975
30717356365,1192
30531169630,4330
30455492027,76
609539036,2295
30723905590,4333
216354280,464
30414561354,1275
863170238,253
30745601265,262
30738397785,4338
30310722935,4339
30280143226,4340
6774816300,599
6021822031,1138
11380859023,4343
1296020777,156
30520573753,4345
30150690738,170
30697585622,515
30743808779,4348
30266634363,775
30743861864,1029
30575342582,4351
30734749119,2416
30266563932,4353
30694830193,4354
603144474,339
30745840289,653
30737223581,4357
22683265683,1719
30606959668,2031
30727927074,3226
30137593920,4361
30740070714,1633
30137454737,4363
21434999311,4364
8178753643,4365
18539950882,1901
30745138508,262
1102094449,4368
32484945,599
7388438240,29
8230497388,4371
308245316,303
30704988561,281
9530844869,192
30605083185,1809
9180305971,4376
30739229028,1132
22299441836,4378
19451559664,795
30601404684,4380
14782010790,2910
30050460043,4382
30575300611,4383
30697319843,3831
22427892967,4385
30272419074,4386
30509572612,134
30137476833,73
30081982421,131
13367849320,4390
30325397508,318
30048732560,560
30737280785,40
30744109237,126
22583979507,4395
30697500211,102
30580442842,697
30732178601,4398
30551324245,3352
10824574563,4400
30748857987,4401
932020316,248
30335880043,48
22661134609,4404
7063833246,1142
30053400255,4406
30137479603,4054
30440961203,256
30531969395,976
30602338658,2058
11793082184,150
30622722220,4412
30599798708,4413
22907946926,4035
30543622373,4415
30732781576,4279
30669919947,325
30697389889,1155
22596007898,4419
30739232782,381
30625231319,221
30583466085,558
30331176058,4423
9145641227,678
30649592179,126
30398738547,1029
30717102651,4427
3367383210,2072
30740202741,4429
30699587440,1114
30615939755,468
30463230525,1151
30763239745,4433
30035343747,4434
30529973041,2161
30739477145,492
19356971628,4437
30327935031,4438
188965348,3694
30137468216,4440
22844641099,4441
15367051897,27
30376347976,4443
30607132307,4444
30699108098,20
30731157390,528
30734776683,1965
821601486,4448
30551320876,719
30611940114,789
30099232337,287
30575303761,20
20520790080,2678
30717075908,2312
30739213227,90
30663390556,40
22827672570,4457
66711815,4458
1958318850,4459
30739230330,551
850832649,2475
30268653674,3497
8150199,4463
30738695315,1922
30705294302,32
30642161345,1766
30533416902,3794
30285738150,4468
30739622432,4469
30137591101,4470
30740077222,156
30663069719,320
30728232982,4473
30602361206,4474
30282660639,4475
13987953261,4476
30582624689,698
17004357111,14
15439783890,4479
30556291864,1371
30720878133,4481
30538798936,4482
30697437841,281
1189239795,4484
30546612060,4485
30620977627,4486
30330352841,4487
30139066173,4488
30728026187,4489
30665747424,739
622346719,830
1102141209,28
30266262734,792
30710748628,4494
30661510496,170
30615892611,4496
30324807373,2797
30669949404,582
30687808805,746
30602095675,4500
22479709077,4501
30555760733,4502
30601406614,2089
30450475553,4504
30746370025,4505
15359630686,4506
30437925839,4507
30380164628,2201
1021583698,516
30551324259,378
15774458757,1157
5629019185,674
30280711984,4234
30606310947,201
30739634369,4515
30517631526,667
22599942596,1851
847860331,3118
30137476938,1486
30728383062,3352
30697718155,697
19497674676,4522
30445339512,2828
5710512365,88
60871419,4525
3876264612,4526
30040431486,4202
22922173703,3754
30727552377,1531
30406206530,2026
30137497189,748
30209629953,974
30697621355,4533
30740142994,228
780275740,993
30692283046,2533
30625160902,314
30697527231,4538
30516883197,1985
30276975042,2950
30738546646,4541
30649672965,4542
30725875689,168
30101647311,1374
30293289548,2765
30738745125,458
30001040080,4547
30728388487,349
30533406866,2400
30259761888,4550
30602337846,88
8230497389,4552
30668294381,2574
30315256438,4554
30652436573,4555
30271419605,4556
17662494296,180
30134711326,2089
22585196763,645
30553643926,3738
30699357245,87
30723974190,3691
8137885819,2491
30640453766,4564
22887199046,120
30218703451,2515
30740054286,699
30546928909,349
30449756429,4569
30425813624,300
12315963316,29
30734077625,789
30262009062,1639
30738694398,4574
30698960886,287
871522224,4576
30271454924,4577
30275819939,28
20653272603,1443
1101879174,1500
30029267819,126
30724003777,1670
22676102550,156
1738430087,167
30699259662,1572
30467337868,907
30727590328,347
30750405239,869
121220168,156
22754651656,4590
62351857,4591
30641516128,4592
30697452011,322
21322375628,76
30741577088,1731
248100776,1731
30631484783,449
30732525901,1331
30731346304,355
22420041368,4600
15638297746,4601
30733248427,697
30695691930,312
30566301131,698
30627633543,4605
30698761556,3023
30288801102,1766
30503309448,1706
30613900450,231
30399128298,789
30712145369,4611
22649310392,4612
30306567788,1532
30699595561,4614
30522250407,484
997539071,3275
30137484015,1086
30394824875,28
30233264917,4619
30282944830,1427
30505389765,4621
22383660175,4622
30741484263,355
937523538,4624
30266335109,4625
30752187460,4626
30739813657,3166
22540672906,86
11792801576,582
30527156442,463
11456485306,325
1006965354,679
9180305969,32
5482095359,1541
8716371456,4635
30395050949,104
30210706854,4637
19080035637,4638
30699410476,4639
5161354242,528
30568641569,4641
30750077050,4642
1371720116,4063
30084423156,4644
22074725155,4645
30585769400,4646
30739494507,445
30717290443,2118
30287591957,1086
30171639844,4650
30739681659,458
30738992525,4227
22409081186,224
30697844668,1238
30750074199,59
30351970942,698
14774647323,558
30699194382,119
22586126293,1064
30685686258,3135
30685433786,87
22426199166,4662
22605110741,27
12996200610,96
30599395639,546
30711354832,1764
30722929785,4667
30728440570,498
30641299976,582
30450068460,4670
30723603334,34
973902063,691
30739113360,28
18259794610,2026
30132483544,464
30704988270,4676
22780996439,456
30734390096,254
30499170196,4679
22382796676,349
30463434090,4681
30738167214,4682
14183164195,4683
30125422594,4684
30694829391,2530
30739109187,4686
30697359411,3051
30507078233,73
22592723854,674
22505276004,1119
30402806157,1643
878378547,4692
30648086917,1653
22787667822,4694
30551326310,1975
30699201126,714
3576522085,151
30667600584,104
30550577736,1427
7844300686,516
30137479593,3293
30414086551,697
30557185645,156
30740267258,4704
30125421710,4705
30137545935,4706
30514013256,4707
30515024334,88
22504943970,659
30261630007,104
30741044347,4711
30705275472,1356
14880271591,4713
22734095018,1735
30699123883,463
1076729864,2733
30699541246,102
30536943832,69
30431433392,1707
30530191975,4720
18700775720,3098
30137479611,4722
30694782191,964
30248723978,366
30750374347,739
30709578245,251
30699930688,4727
30604875658,4728
22593275020,1254
20653272604,230
30315096965,3398
30716487238,498
30695042267,4733
30738249053,4734
16428300971,4735
30617460111,909
30741080006,126
30738870320,458
1038427768,4739
30636272787,4740
30496231265,4741
30737660354,4742
5629020004,4743
30264461197,4744
30271227565,4745
30385080650,2294
6621191428,4747
30698084739,4748
30443452373,289
11685944861,4130
6582538387,1272
22619067596,842
30665137644,4753
22779262465,156
30725020633,104
30326127014,204
30697823796,1362
30125421709,4758
1229827197,1192
30137476849,1361
30604561082,795
30698756688,126
30353333565,2768
30640447825,4043
30612140279,471
30740513230,1454
30137467005,88
30751201324,4768
30035584066,178
30615044858,4770
19989438783,976
184291816,4772
30737082499,2200
30082088249,2302
30512011230,4775
30577440155,4776
22890405147,4777
30345423636,102
30628413895,2096
30251219987,1206
30733514135,3253
30738420132,176
30566934967,2881
30606967278,4784
30242286135,4001
18290295496,4786
30616592114,365
30711598174,48
30573991249,1549
30384225041,73
30327671115,883
30081848759,544
30717294558,4793
30278154367,4794
30223786215,3772
30704447959,4796
30740583643,48
30137476844,261
30744771933,3902
30614281254,3529
30271213685,4801
30217108541,1415
599227931,231
22378278326,1454
30732992040,643
30266445721,2970
30487669277,4807
1014397067,4808
30471646351,4809
30585199160,1302
13230271,1999
30738533204,40
1242412807,4813
297204242,660
30660759304,126
30384224098,11
30537467051,27
30699652384,4818
18809808484,4819
30686801335,126
12868601020,147
30698959580,4822
155975488,300
900553372,4824
30654299575,1684
30551329047,2162
30699040218,62
30405426965,463
30137499061,1434
30601263409,4830
30697439187,458
30652644484,4832
30720803300,4833
30601420995,325
30387776855,176
30699454983,515
30695825787,4035
30645091788,4838
30702960968,4839
30692453401,4840
16513127598,4841
224408800,224
30544074077,4843
30525811959,4844
2408526594,2954
30137549011,3152
30137506404,4847
30627673010,1713
30628349406,4849
14359555312,4850
17816064813,4851
22408996562,1086
30697066666,4853
313984490,993
30738437101,176
30740792487,842
30724510378,3459
30268656682,110
21654972556,4859
30733181624,4860
30515172818,4861
30742306137,89
30704186718,104
30664226852,4864
30159779890,4865
30759699032,4866
30577410149,90
30737437862,4868
30744683501,1614
30727536146,2268
30137503831,4871
30658939704,4872
30137478749,2704
30194177903,1999
11120462430,1568
30443169127,4876
30745837745,4877
462217850,11
22540656781,4879
30515506972,795
30649667477,11
22467466032,339
30719426193,1073
30138212152,4884
3473387368,300
30700280176,732
30723876842,1073
13242171056,4888
30730262018,789
30645102956,4890
30523181342,3355
30718709669,560
30738813026,646
30315881967,4894
22427688532,4895
30267350475,4896
30699605967,4897
30361157378,4898
30747536932,178
30101647309,1374
30282317253,4901
30600154940,558
30528580268,1362
30467391650,756
30469287007,4905
30567348071,4906
30150435265,1355
30739361583,40
8178748737,3263
22516028825,175
30746365061,1
14312204243,4912
22299303368,4913
30728447500,151
30697354738,2974
30748181082,4219
30743778260,4917
30666004061,4918
30137481196,208
968846416,2026
76653804,4921
938435905,178
30609294112,1952
4701970985,4924
30542597414,830
30728448484,4926
30109919563,3259
30397667780,4928
30610006539,1842
76738359,691
30637127444,4931
30737472391,4932
30137456625,4363
30473326870,627
30628143641,4935
30341786924,781
30716203614,1132
30292380025,964
11913960688,4939
30231196213,40
30728386000,4941
30699598439,4942
30733450488,919
30346991183,3320
30744292233,956
19197638509,318
30137591781,902
186741430,553
22892819876,1764
30577408895,1405
30440510499,267
30650046593,4952
944760790,2093
4305883377,1560
30503916334,261
30738616320,468
30602600347,4957
22833267653,1368
19683298213,2856
30618763587,112
30629940840,4427
22118940533,4962
987184359,4963
30628749058,4964
30697550923,941
206691317,553
5467442033,1225
30643938470,178
30599123998,347
30540572430,376
30453788928,4971
30583278193,3575
30013027383,538
30713982352,28
1227066368,318
30748881311,4976
30509617299,312
30732835336,2026
30669701328,4979
30692888939,2647
30665747103,3280
22416900288,754
30623947829,1768
30575280044,270
30654620957,2098
30612321143,463
30079441512,4987
30695988368,4988
30607662774,139
30604777215,1073
30738683202,4991
30519537765,134
16844567718,4993
30364548410,4994
17030064520,179
30699112642,4134
30641990094,516
11801079367,1177
30575900337,0
30619156356,3691
30618421863,5001
821601485,1851
30740750333,5003
30139874316,5004
21626685596,28
22572751187,293
30693169804,70
30567122296,3486
30464044994,5009
30434758180,104
22409924807,126
22233323379,397
30663015124,224
30335450368,5014
30240818161,5015
30737517571,5016
30734220807,2637
30415984184,5018
19346640350,5019
